,Datetime,Tweet Id,Text
0,2020-03-11 01:15:21,1237547627928940544,For the record: @onepeloton is the best workout experience I have had had.  I am extremely impressed and hope to ke… https://t.co/BICUpwSSxy
1,2020-03-08 00:47:45,1236453516341805063,I’m more interested in how many tested are negative.  #COVID19
2,2020-03-05 15:54:47,1235594617334136832,@nathanlents Ferengi RoA #214 “Never begin a business negotiation on an empty stomach.” (Next time bring tube grubs)
3,2020-03-05 15:47:26,1235592766295609345,@Prof_Wandt We are negotiating the contract now. But the ferengi...  they wanted too much
4,2020-03-05 07:18:51,1235464779256352770,@nathanlents When will it come in Klingon?
