,Datetime,Tweet Id,Text
0,2020-03-05 02:00:28,1235384655391621120,"At #JohnJayCollege, the Bachelor of Science in Public Administration examines decision making, leadership and manag… https://t.co/9qp4wDviZE"
1,2020-03-04 20:35:03,1235302760838500357,Find out how alumni are making the transition from college student to post-graduate life. The Sophomore Programs de… https://t.co/shvLZkmxEI
2,2020-03-04 18:05:29,1235265121825550339,"When you join ¡Adelante!, you are making the first step toward becoming a leader! This two-year leadership program… https://t.co/gr4PScnQr7"
3,2020-03-03 22:02:30,1234962380624482311,.@JohnJayCollege is closely monitoring COVID-19 info from @CDCgov @HealthNYGov @nycHealthy &amp; @CUNY &amp; preparing for… https://t.co/syNpVPBdoK
4,2020-03-03 20:56:52,1234945861559427072,NCIS: New Orleans knows the best and the brightest get their start @JohnJayCollege. Thanks for recognizing our Mast… https://t.co/GbbkfXWyxH
5,2020-03-03 20:27:09,1234938383937482753,"Honor the legacy of suffragists during Women’s History Month by attending the upcoming event on March 9, with NYC t… https://t.co/3JnmSgEwhG"
6,2020-03-03 19:39:58,1234926509216980992,Apply Today for the Outstanding Scholarly Mentoring Award and receive $1500. Deadline to apply: March 16.… https://t.co/Icvi3QuniJ
7,2020-03-03 17:20:25,1234891391303639040,"RT @JohnJayResearch: Congrats to @JohnJayCollege's Jane Katz, recently spotted in Times Square being celebrated as a 2020 Top Educator of t…"
8,2020-03-03 16:45:29,1234882601397215235,REGISTRATION IS NOW OPEN. Come back and connect with fellow alumni for the 12th Annual Alumni Reunion. We can't wai… https://t.co/WX2OLb0VfB
9,2020-03-03 16:01:14,1234871465293570052,Giving individuals more information can help them accurately make the choice they want to make.” - Chloe Carinale K… https://t.co/JUmM14D5mt
10,2020-03-02 18:52:38,1234552208840105984,"Learn how John Jay's Justice e-Reader is bringing together a collection of justice-focused texts, creating an open-… https://t.co/6H18DflzEV"
11,2020-03-02 18:00:36,1234539114638213121,RT @JJayAthletics: Congrats to junior Michael Hyde on being named the MAC Rifle Air Rifle Shooter of the Month for January! The Bloodhounds…
12,2020-03-02 17:48:25,1234536049931628544,Need to pay off your student loans and create a budget? Come to the Financial Literacy Workshop for the tools you n… https://t.co/EVzHmhac7F
13,2020-03-02 16:02:49,1234509473332572160,Police body cam video is helping CCRB close more cases but all the video doesn’t make it to the board. Associate Pr… https://t.co/z2UcGxtJVW
14,2020-02-29 02:00:27,1233572708992065536,Are you interested in a degree that provides a thorough understanding of human rights law and theory and the practi… https://t.co/FfOXve7Gl8
15,2020-02-28 20:50:12,1233494631532417025,"RT @JohnJayPres: Looking at students like our Malcolm/King Award winners, I can’t be anything but optimistic about our future. We applaud t…"
16,2020-02-28 17:18:37,1233441387804270592,"John Jay alumnus Jeffrey Deskovic was on For Life: a Podcast, where he discussed how he triumphed over injustice af… https://t.co/DQoaaGqWMl"
17,2020-02-28 16:17:46,1233426073058185216,RT @GiantsCRDept: Tonight we had the chance to celebrate the five @JohnJayCollege students who received the New York Giants Touchdown Fello…
18,2020-02-28 15:02:34,1233407149235228675,RT @CUNY: .@AOC and @Lin_Manuel stepped into the classroom to teach CUNY Census Corps students about how we can ensure that historically un…
19,2020-02-27 20:59:02,1233134467327438848,The John Jay College community sends its deepest condolences. #MyJohnJay #JohnJayCollege https://t.co/0ILLiv5BO4
20,2020-02-27 18:58:12,1233104059424481281,“Winning the Malcolm/King award is a confirmation for me that I’m on the right path to becoming a leader that impac… https://t.co/hUobw0jikn
21,2020-02-27 17:35:11,1233083168254779395,RT @JJExtAffairs: You count. Learn why the U.S. Census is so important for you and your community. Join us today in L.61 for Census 101: Ev…
22,2020-02-27 17:04:17,1233075393051217920,"Recognizing the 176th anniversary of #DominicanIndependenceDay, a day of joy and pride for the Dominican Community… https://t.co/xdYzk9HULw"
23,2020-02-27 14:44:04,1233040104689733633,RT @CUNY: Did you know that @JohnJayCollege is one of only two Executive Partner Colleges with the @uscoastguard in the Northeast? Students…
24,2020-02-27 02:00:26,1232847928739467265,"Yes, you can major in #English at #JohnJayCollege and pursue #SocialJustice. 
Explore the Bachelor of Arts degree i… https://t.co/aGwGKmC0F0"
25,2020-02-26 20:32:44,1232765461001129984,"¿Sabías Esto? There are 130+ nationalities represented in the student body at John Jay College.

Did You Know? Los… https://t.co/pXDPFNnJDH"
26,2020-02-26 19:21:38,1232747567991140352,"RT @JohnJayCJPhD: The Higher Education Digest published a piece on the life of current doctoral student, Dhanya Babu, and her journey to Jo…"
27,2020-02-26 18:55:32,1232740999916593153,"Malcolm/King Award winner Hadja Bah ’23, hopes to represent &amp; advocate for African-American &amp; Muslim communities th… https://t.co/8kQ4I77iQ1"
28,2020-02-26 18:21:05,1232732331204599808,"RT @CNTR4growth: A #datascience project with the Center, @DataKind &amp; @RobinHoodNYC is helping improve graduation rates at @JohnJayCollege -…"
29,2020-02-26 16:57:38,1232711330689376264,RT @thedream_us: #TheDreamUS is more than a Scholarship. We #support you with so much more. #Apply before the National #Scholarship deadlin…
30,2020-02-26 14:58:50,1232681434755878912,APPLY NOW to the Fall 2020 Moelis Social Entrepreneurship Fellowship! Join the growing community of social entrepre… https://t.co/vxjLscqNVV
31,2020-02-25 20:05:38,1232396253885091841,RT @NYCImmigrants: #TheDreamUS has adopted new immigration eligibility criteria! College ready and undocumented or a #DREAMer? Apps are now…
32,2020-02-25 19:26:54,1232386505001328642,It was standing room only when former Acting Administrator of the Drug Enforcement Administration (DEA) Chuck Rosen… https://t.co/FPqpa8Nlpq
33,2020-02-25 18:09:17,1232366972375007232,RT @artcrimeprof: Oooooh! @haw95 is coming to @JohnJayCollege on March 30 to discuss her book A Terrible Thing to Waste: Environmental Raci…
34,2020-02-22 02:00:16,1231035949997592576,"Join retired Dean of Graduate Studies and former Chair of the Africana Studies department, Jannette Domingo, on Mar… https://t.co/IDTESOjoQy"
35,2020-02-21 22:43:21,1230986392324452353,"Congrats to #JJCFaculty Dan Feldman, NYC Urban Fellows Class of '69-70, for giving the keynote address at the 50th… https://t.co/q2Vps7XYOq"
36,2020-02-21 18:45:54,1230926637556019201,RT @JJayAthletics: Here is @JJCMBasketball head coach Ryan Hyland’s acceptance speech after being recognized as the @CUNYAC Coach of the Ye…
37,2020-02-21 18:38:40,1230924818763198465,"RT @JJExtAffairs: Assemblyman @_rjayrodriguez talking with Prof. Dan Feldman about policy, engagement, voting and the upcoming 2020 census…"
38,2020-02-21 18:38:27,1230924764430131200,"RT @CUNY: ""In the law field, and other spaces of power, you are not going to see too many people who look like me, or have my same faith or…"
39,2020-02-21 18:38:20,1230924733014839299,RT @IIP_JohnJay: Today we hosted a talk around Race &amp; Prosecution moderated by  @LucyLangNYC w/ speakers Daryl Reed &amp; Nick Viorst w/ openin…
40,2020-02-21 17:01:52,1230900454458089475,".@JohnJayCollege was named an Executive Partner College with @uscoastguard. With the partnership, #JJCStudents can… https://t.co/YUNaSPa73N"
